mp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
shufflenetv2_ddp,0.6764340400695794,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
shufflenetv2_eddp,0.6844936609268056,0.686097174882888,0.6849964360396023,0.6829871833324413,0.6810870110988606,0.6823922594388315,0.6817788055964842,0.681260887533417,0.6813856654375277,0.6810310274362559,0.6813618838787069,0.6803945849339158,0.6804024141567909,0.6804941126278435,0.679623369375864,0.6796726826577968
resnet50_ddp,0.18284752964973444,0.19805826246738395,0.19402847687403346,0.18509769439697246,0.1842851102352139,0.19499174753824847,0.18245822608057288,nan,nan,nan,nan,nan,nan,nan,nan,nan
resnet50_eddp,0.21062833070754983,0.19666251540183993,0.19517966111501042,0.19276649504899956,0.19228605030717144,0.19195363422234832,0.19341718299048263,0.19214748218655547,0.1964121427800917,0.19537280201911275,0.19642006267200793,0.1948150694370261,0.19687556991210275,0.19819566820348555,0.197740836938222,0.1944003775715826
